article,word_count,non_stopword_count,non_stopword_percentage,stopword_count,stopword_percentage,avg_word_length,avg_sent_length,paragraph_count,common_words,readability_score
John_Milton,2190,1528,0.6977168949771689,662,0.30228310502283107,4.331963470319635,196.39655172413794,31,"[('milton', 50), ('paradise', 19), ('john', 16), ('lost', 16), ('english', 9), ('poet', 7), ('work', 7), ('epic', 6), ('later', 6), ('died', 5)]",45.39
List_of_particles,2311,1574,0.6810904370402423,737,0.3189095629597577,4.455214192990048,118.58490566037736,70,"[('particles', 25), ('particle', 17), ('quark', 13), ('quarks', 13), ('bosons', 12), ('spin', 11), ('model', 11), ('mass', 11), ('valence', 11), ('fermions', 10)]",55.13
Cornea,1129,751,0.6651904340124003,378,0.33480956598759964,4.772364924712135,114.75,35,"[('cornea', 31), ('corneal', 12), ('also', 9), ('eye', 9), ('layer', 9), ('stroma', 7), ('anterior', 6), ('refractive', 6), ('collagen', 6), ('epithelium', 5)]",46.37
Douglas_DC-4,853,623,0.7303634232121923,230,0.2696365767878077,4.457209847596718,146.74193548387098,33,"[('airlines', 9), ('type', 7), ('air', 6), ('united', 6), ('douglas', 5), ('aircraft', 5), ('fuselage', 5), ('war', 4), ('used', 4), ('built', 4)]",55.44
Jordan,5819,3947,0.6782952397319127,1872,0.3217047602680873,4.688778140573982,148.21875,128,"[('jordan', 115), ('education', 34), ('king', 30), ('israel', 19), ('war', 19), ('united', 16), ('abdullah', 15), ('jordanian', 15), ('population', 14), ('following', 13)]",43.73
Bill_Gates,3866,2674,0.6916709777547853,1192,0.3083290222452147,4.412829798241076,180.13274336283186,67,"[('gates', 90), ('microsoft', 36), ('bill', 20), ('world', 19), ('time', 16), ('one', 14), ('software', 13), ('computer', 11), ('ibm', 11), ('system', 9)]",47.52
Mecca,1677,1057,0.6302921884317233,620,0.3697078115682767,4.388789505068575,134.37878787878788,46,"[('mecca', 39), ('city', 20), ('muslims', 12), ('hajj', 10), ('pilgrimage', 8), ('mosque', 8), ('pilgrims', 8), ('saudi', 7), ('arabia', 7), ('makkah', 6)]",58.21
Steel,4977,3285,0.6600361663652803,1692,0.3399638336347197,4.493469961824392,153.52,104,"[('iron', 123), ('steel', 106), ('carbon', 43), ('process', 25), ('alloy', 18), ('used', 18), ('wrought', 18), ('bc', 18), ('also', 17), ('form', 15)]",57.91
Uluru,1288,832,0.6459627329192547,456,0.35403726708074534,4.570652173913044,124.82142857142857,42,"[('uluṟu', 33), ('rock', 16), ('also', 6), ('formation', 6), ('australia', 6), ('name', 6), ('anangu', 6), ('climbing', 6), ('ayers', 5), ('aboriginal', 5)]",51.48
Meteorological_history_of_Hurricane_Katrina,2120,1512,0.7132075471698113,608,0.28679245283018867,4.672169811320755,196.76666666666668,41,"[('katrina', 44), ('hurricane', 36), ('storm', 25), ('landfall', 21), ('tropical', 20), ('winds', 20), ('august', 17), ('category', 12), ('gulf', 11), ('mph', 11)]",42.11
Squash_(sport),3512,2308,0.6571753986332574,1204,0.3428246013667426,4.235763097949886,158.90178571428572,64,"[('players', 39), ('ball', 36), ('squash', 35), ('game', 32), ('court', 23), ('player', 20), ('wall', 15), ('may', 14), ('opponent', 13), ('front', 12)]",54.66
Pumpkin,1271,845,0.6648308418568056,426,0.3351691581431943,4.525570416994492,125.45454545454545,30,"[('pumpkin', 40), ('pumpkins', 18), ('enlarge', 7), ('seeds', 7), ('often', 7), ('cucurbita', 6), ('one', 6), ('squash', 5), ('eaten', 5), ('flower', 5)]",52.09
Podcasting,1285,798,0.621011673151751,487,0.378988326848249,4.569649805447471,141.83673469387756,32,"[('feed', 19), ('file', 11), ('podcast', 10), ('internet', 9), ('also', 9), ('content', 9), ('podcasting', 9), ('available', 7), ('episodes', 7), ('files', 6)]",49.35
Stanley_Baldwin,2802,1966,0.7016416845110636,836,0.2983583154889365,4.806923625981442,186.97701149425288,53,"[('lord', 58), ('baldwin', 38), ('secretary', 38), ('minister', 32), ('sir', 25), ('state', 16), ('prime', 15), ('chancellor', 15), ('house', 14), ('macdonald', 13)]",46.81
Differential_equation,989,650,0.6572295247724975,339,0.34277047522750254,5.263902932254803,170.30555555555554,25,"[('equation', 31), ('differential', 29), ('equations', 25), ('solutions', 16), ('derivatives', 9), ('functions', 7), ('theory', 6), ('linear', 6), ('function', 5), ('contains', 5)]",23.36
Anarcho-capitalism,7616,4764,0.6255252100840336,2852,0.3744747899159664,4.896271008403361,191.97391304347826,107,"[('property', 55), ('state', 49), ('rothbard', 41), ('society', 38), ('anarchism', 36), ('would', 34), ('private', 31), ('right', 30), ('market', 29), ('labor', 25)]",28.17
The_Hague,3786,2571,0.679080824088748,1215,0.32091917591125196,4.362123613312203,131.89333333333335,92,"[('hague', 51), ('city', 48), ('dutch', 25), ('international', 21), ('netherlands', 11), ('court', 11), ('museum', 11), ('centre', 10), ('located', 9), ('many', 9)]",61.06
London_sewerage_system,772,502,0.6502590673575129,270,0.34974093264248707,4.5310880829015545,143.0,14,"[('system', 13), ('london', 9), ('sewers', 8), ('thames', 7), ('sewage', 6), ('abbey', 5), ('mills', 5), ('pumping', 5), ('water', 5), ('sewerage', 4)]",50.87
Red_Kite,1002,636,0.6347305389221557,366,0.3652694610778443,4.625748502994012,155.52777777777777,28,"[('red', 14), ('kites', 12), ('kite', 11), ('birds', 9), ('cape', 8), ('verde', 8), ('milvus', 7), ('population', 6), ('species', 5), ('see', 5)]",57.61
Alamosaurus,842,573,0.6805225653206651,269,0.3194774346793349,4.764845605700713,165.10344827586206,25,"[('alamosaurus', 15), ('found', 7), ('alamo', 6), ('cretaceous', 5), ('texas', 5), ('formation', 5), ('late', 4), ('dinosaur', 4), ('named', 4), ('new', 4)]",51.07
War_in_Somalia_(2006–present),3707,2610,0.7040733746965201,1097,0.2959266253034799,4.763420555705422,160.78625954198472,94,"[('ethiopian', 50), ('somalia', 42), ('icu', 35), ('ethiopia', 33), ('war', 26), ('government', 26), ('troops', 26), ('forces', 26), ('december', 19), ('somali', 18)]",50.57
Saint_Petersburg,6970,4800,0.6886657101865137,2170,0.3113342898134864,4.56857962697274,162.11063829787233,131,"[('petersburg', 90), ('city', 81), ('russian', 43), ('saint', 35), ('st', 33), ('palace', 33), ('russia', 26), ('peter', 24), ('one', 22), ('also', 21)]",51.07
Mistle_Thrush,330,241,0.7303030303030303,89,0.2696969696969697,4.624242424242424,117.8125,18,"[('thrush', 9), ('mistle', 5), ('song', 4), ('birds', 3), ('turdus', 3), ('viscivorus', 3), ('wikipedia', 2), ('family', 2), ('turdidae', 2), ('name', 2)]",65.12
Names_of_God_in_Judaism,5435,3624,0.6667893284268629,1811,0.33321067157313705,3.964489420423183,118.12385321100918,115,"[('god', 93), ('name', 62), ('hebrew', 49), ('names', 34), ('yhwh', 28), ('used', 25), ('adonai', 21), ('word', 21), ('el', 21), ('one', 19)]",59.64
Peace,2716,1766,0.6502209131075111,950,0.34977908689248893,4.688512518409426,138.03669724770643,69,"[('peace', 100), ('war', 29), ('violence', 18), ('justice', 14), ('absence', 11), ('also', 11), ('world', 11), ('human', 10), ('state', 9), ('people', 9)]",50.16
Sickle-cell_disease,3379,2231,0.6602545131695768,1148,0.3397454868304232,4.820065108020124,140.2246376811594,80,"[('sickle', 33), ('disease', 31), ('cell', 31), ('blood', 28), ('hemoglobin', 24), ('anaemia', 22), ('cells', 22), ('red', 19), ('crises', 16), ('mutation', 11)]",43.22
Salsa_music,5241,3580,0.6830757489028811,1661,0.31692425109711886,4.501431024613623,171.65243902439025,81,"[('salsa', 128), ('music', 57), ('latin', 40), ('new', 35), ('cuban', 27), ('puerto', 24), ('york', 24), ('clave', 20), ('style', 19), ('rhythm', 19)]",43.77
Dresden,11519,7311,0.6346905113291085,4208,0.3653094886708916,4.717249761263998,136.85805084745763,261,"[('dresden', 249), ('city', 126), ('elbe', 48), ('enlarge', 38), ('germany', 35), ('river', 28), ('also', 28), ('many', 28), ('state', 27), ('german', 26)]",50.57
Aachen,2103,1448,0.6885401806942463,655,0.31145981930575367,4.562054208273895,192.81666666666666,42,"[('aachen', 48), ('city', 18), ('century', 13), ('since', 12), ('first', 8), ('flag', 8), ('germany', 7), ('roman', 6), ('still', 6), ('place', 6)]",53.85
Fiji,2648,1773,0.6695619335347432,875,0.3304380664652568,4.447885196374623,145.83673469387756,57,"[('fiji', 49), ('islands', 16), ('fijian', 14), ('languages', 13), ('population', 11), ('government', 9), ('rugby', 9), ('pacific', 8), ('republic', 7), ('english', 7)]",45.66
Latin,2938,1947,0.6626957113682778,991,0.33730428863172224,4.581688223281144,162.77551020408163,49,"[('latin', 79), ('language', 32), ('languages', 18), ('used', 17), ('roman', 13), ('english', 12), ('many', 12), ('words', 11), ('noun', 11), ('romance', 9)]",47.22
Qing_Dynasty,8277,5443,0.6576054125891023,2834,0.3423945874108977,4.656880512262897,160.90068493150685,127,"[('qing', 111), ('dynasty', 63), ('china', 62), ('emperor', 46), ('chinese', 43), ('government', 40), ('military', 35), ('army', 35), ('manchu', 27), ('ming', 25)]",47.62
Watercolor_painting,3476,2241,0.6447065592635213,1235,0.3552934407364787,4.327963176064442,109.89506172839506,71,"[('watercolor', 47), ('paper', 40), ('paint', 32), ('painting', 28), ('colors', 21), ('used', 20), ('brush', 18), ('color', 18), ('surface', 18), ('water', 13)]",61.97
Egypt,6690,4561,0.681763826606876,2129,0.31823617339312404,4.743796711509716,158.10204081632654,142,"[('egypt', 114), ('egyptian', 74), ('cairo', 22), ('coptic', 20), ('egyptians', 19), ('first', 18), ('also', 17), ('arab', 16), ('government', 16), ('country', 16)]",50.36
Rwandan_Genocide,7320,4847,0.6621584699453552,2473,0.3378415300546448,4.75655737704918,186.76818181818183,127,"[('rwanda', 65), ('genocide', 52), ('hutu', 43), ('citations', 41), ('needed', 41), ('rwandan', 38), ('tutsi', 36), ('united', 33), ('government', 26), ('unamir', 24)]",39.47
H_II_region,2681,1739,0.6486385676986199,942,0.35136143230138006,4.412159641924655,131.03703703703704,56,"[('h', 65), ('ii', 63), ('regions', 45), ('stars', 32), ('region', 28), ('nebula', 28), ('gas', 19), ('within', 16), ('galaxy', 15), ('star', 13)]",59.43
Lemon_myrtle,670,454,0.6776119402985075,216,0.32238805970149254,4.7164179104477615,117.90625,18,"[('lemon', 20), ('myrtle', 11), ('backhousia', 5), ('citriodora', 5), ('leaves', 5), ('oil', 5), ('name', 4), ('plant', 4), ('used', 4), ('also', 4)]",55.24
BASIC,4023,2738,0.6805866268953518,1285,0.3194133731046483,4.499378573204076,157.4558823529412,122,"[('basic', 83), ('language', 23), ('computer', 20), ('many', 19), ('programming', 17), ('print', 17), ('computers', 16), ('also', 16), ('languages', 14), ('dialects', 14)]",40.38
Police,7989,5312,0.6649142571035174,2677,0.3350857428964827,4.807234948053574,154.72260273972603,216,"[('police', 334), ('force', 56), ('forces', 40), ('law', 37), ('national', 27), ('federal', 26), ('officers', 26), ('also', 23), ('enforcement', 21), ('united', 20)]",39.77
William_IV_of_the_United_Kingdom,4628,2980,0.6439066551426103,1648,0.3560933448573898,4.406655142610199,184.14285714285714,82,"[('william', 72), ('king', 38), ('iv', 36), ('house', 34), ('duke', 30), ('clarence', 22), ('prince', 21), ('george', 18), ('reform', 17), ('parliament', 17)]",53.34
Dead_Sea,3949,2606,0.6599139022537351,1343,0.34008609774626486,4.2360091162319575,128.69230769230768,82,"[('sea', 114), ('dead', 96), ('lake', 29), ('water', 20), ('jordan', 19), ('salt', 17), ('salinity', 12), ('level', 11), ('valley', 11), ('area', 10)]",67.79
Sikhism,6148,3999,0.650455432661028,2149,0.34954456733897205,4.437540663630449,125.19540229885058,104,"[('guru', 66), ('sikh', 53), ('sikhs', 51), ('nanak', 49), ('granth', 46), ('god', 34), ('sikhism', 33), ('gobind', 32), ('singh', 32), ('gurū', 23)]",59.94
Colditz_Castle,8969,5761,0.6423235589251868,3208,0.3576764410748132,4.39603077266139,140.65,159,"[('colditz', 82), ('castle', 76), ('french', 45), ('escape', 44), ('prisoners', 40), ('officers', 39), ('british', 36), ('escaped', 32), ('german', 31), ('lieutenant', 30)]",60.24
Maputo,750,517,0.6893333333333334,233,0.31066666666666665,4.425333333333334,128.6451612903226,17,"[('maputo', 20), ('city', 13), ('mozambique', 10), ('also', 5), ('lourenço', 5), ('marques', 5), ('portuguese', 5), ('population', 4), ('bay', 4), ('war', 4)]",54.02
Speaker_of_the_British_House_of_Commons,5163,3158,0.6116598876622119,2005,0.3883401123377881,4.4100329265930664,137.0456852791878,69,"[('speaker', 147), ('house', 69), ('members', 28), ('may', 26), ('vote', 26), ('commons', 25), ('election', 24), ('member', 21), ('parliament', 20), ('party', 17)]",58.11
Madama_Butterfly,2478,1669,0.6735270379338176,809,0.3264729620661824,4.301049233252623,129.58163265306123,40,"[('butterfly', 49), ('pinkerton', 25), ('opera', 19), ('sharpless', 11), ('suzuki', 10), ('american', 8), ('child', 8), ('madama', 7), ('based', 7), ('play', 7)]",60.65
Supply_chain_management,3316,2383,0.7186369119420989,933,0.2813630880579011,5.4948733413751505,180.07627118644066,63,"[('supply', 63), ('management', 56), ('chain', 53), ('components', 28), ('level', 25), ('customer', 23), ('process', 18), ('business', 17), ('manufacturing', 17), ('information', 16)]",16.62
Caroline_Island,3224,2180,0.6761786600496278,1044,0.3238213399503722,4.546215880893301,160.75,59,"[('island', 66), ('caroline', 52), ('islets', 24), ('kiribati', 20), ('islet', 16), ('islands', 15), ('line', 14), ('land', 14), ('central', 12), ('atoll', 11)]",50.16
George_VI_of_the_United_Kingdom,3789,2425,0.640010556875165,1364,0.35998944312483505,4.397202428081288,178.32456140350877,62,"[('george', 50), ('prince', 41), ('albert', 40), ('king', 38), ('vi', 31), ('royal', 29), ('edward', 27), ('york', 24), ('duke', 20), ('queen', 20)]",53.85
All_your_base_are_belong_to_us,1102,738,0.6696914700544465,364,0.33030852994555354,4.276769509981851,69.0,40,"[('captain', 31), ('cats', 25), ('ha', 17), ('operator', 10), ('base', 6), ('us', 6), ('text', 6), ('original', 6), ('japanese', 5), ('belong', 4)]",69.07
Theatre_in_the_round,816,598,0.7328431372549019,218,0.26715686274509803,4.822303921568627,245.55,18,"[('theatre', 36), ('stage', 10), ('audience', 6), ('california', 6), ('new', 5), ('round', 4), ('arena', 4), ('margo', 4), ('jones', 4), ('centre', 4)]",34.7
Styracosaurus,529,384,0.725897920604915,145,0.2741020793950851,4.805293005671078,147.61904761904762,31,"[('styracosaurus', 14), ('dinosaur', 6), ('fossil', 5), ('park', 4), ('species', 4), ('albertensis', 4), ('horn', 4), ('jurassic', 3), ('ovatus', 3), ('feet', 3)]",57.06
Guinness,2989,1998,0.6684509869521579,991,0.33154901304784207,4.302107728337236,147.9047619047619,59,"[('guinness', 99), ('stout', 25), ('beer', 18), ('draught', 18), ('abv', 18), ('drink', 11), ('glass', 11), ('pint', 10), ('extra', 10), ('ireland', 9)]",70.53
Scooby-Doo,6722,4578,0.6810473073490033,2144,0.31895269265099674,4.488247545373401,165.31944444444446,100,"[('scooby', 59), ('series', 50), ('show', 45), ('shaggy', 31), ('episodes', 29), ('new', 28), ('network', 22), ('original', 21), ('daphne', 20), ('mystery', 20)]",57.1
Religion,5234,3426,0.6545662972869698,1808,0.3454337027130302,4.794038975926633,160.0054054054054,105,"[('religion', 77), ('religious', 43), ('religions', 23), ('world', 22), ('million', 22), ('see', 21), ('science', 20), ('christianity', 19), ('may', 18), ('people', 17)]",35.57
Kite_(bird),397,343,0.8639798488664987,54,0.13602015113350127,5.0327455919395465,334.75,19,"[('kite', 28), ('milvus', 9), ('elanus', 5), ('black', 3), ('harpagus', 3), ('ictinia', 3), ('rostrhamus', 3), ('haliastur', 3), ('also', 3), ('prey', 3)]",33.48
List_of_monarchs_in_the_British_Isles,2961,2183,0.7372509287402904,778,0.26274907125970953,4.240121580547113,306.1372549019608,24,"[('son', 73), ('ii', 42), ('iii', 34), ('edward', 33), ('england', 29), ('kingdom', 28), ('great', 26), ('scotland', 26), ('james', 26), ('monarchs', 24)]",50.64
Anna_Karenina,3668,2439,0.6649400218102508,1229,0.3350599781897492,4.4751908396946565,137.020979020979,64,"[('anna', 67), ('karenina', 29), ('tolstoy', 27), ('levin', 26), ('novel', 25), ('vronsky', 24), ('karenin', 18), ('russian', 16), ('kitty', 15), ('part', 14)]",50.26
Frédéric_Chopin,4627,3120,0.6743030041063324,1507,0.32569699589366763,4.398962610762913,109.52488687782805,82,"[('chopin', 147), ('piano', 37), ('music', 22), ('warsaw', 21), ('polish', 17), ('also', 17), ('op', 16), ('paris', 15), ('sand', 15), ('composer', 12)]",62.88
Grand_Canal_of_China,1922,1205,0.6269510926118627,717,0.37304890738813734,4.193548387096774,124.07692307692308,32,"[('canal', 50), ('river', 33), ('grand', 17), ('china', 14), ('yellow', 13), ('north', 11), ('beijing', 9), ('part', 9), ('course', 9), ('yangtze', 7)]",68.2
Sony,3176,2272,0.7153652392947103,904,0.28463476070528965,4.584068010075566,149.3050847457627,68,"[('sony', 110), ('format', 18), ('entertainment', 15), ('playstation', 15), ('corporation', 13), ('electronics', 13), ('digital', 12), ('music', 11), ('batteries', 11), ('computer', 10)]",52.49
Arctic_Ocean,1780,1227,0.6893258426966292,553,0.3106741573033708,4.468539325842697,143.34848484848484,42,"[('ocean', 42), ('arctic', 32), ('sea', 19), ('ice', 11), ('north', 10), ('russia', 9), ('polar', 8), ('water', 7), ('much', 6), ('marine', 6)]",58.01
Polar_coordinate_system,3604,2559,0.7100443951165372,1045,0.28995560488346284,3.8940066592674807,174.0204081632653,129,"[('r', 72), ('polar', 54), ('coordinate', 40), ('coordinates', 37), ('θ', 37), ('system', 30), ('equation', 19), ('point', 16), ('pole', 15), ('angle', 14)]",47.22
Radish,982,695,0.7077393075356415,287,0.29226069246435843,4.306517311608961,121.76190476190476,35,"[('radish', 17), ('radishes', 13), ('variety', 8), ('varieties', 5), ('white', 5), ('red', 4), ('vegetable', 4), ('popular', 4), ('round', 4), ('inches', 4)]",62.68
Miles_Davis,7117,4694,0.6595475621750738,2423,0.34045243782492624,4.451313755795981,165.65638766519822,89,"[('davis', 150), ('jazz', 44), ('miles', 35), ('album', 28), ('recorded', 27), ('time', 27), ('group', 27), ('music', 25), ('band', 24), ('quintet', 24)]",54.86
"Miami,_Florida",7700,5351,0.694935064935065,2349,0.30506493506493504,4.422467532467532,149.12867647058823,118,"[('miami', 203), ('city', 64), ('florida', 52), ('area', 52), ('county', 24), ('also', 24), ('population', 22), ('largest', 20), ('south', 20), ('major', 19)]",52.9
Claude_Lévi-Strauss,3679,2201,0.5982603968469693,1478,0.4017396031530307,4.661049198151671,145.62857142857143,52,"[('lévi', 26), ('strauss', 26), ('social', 20), ('one', 13), ('anthropology', 11), ('french', 10), ('father', 10), ('son', 10), ('human', 9), ('work', 9)]",49.04
The_Adventures_of_Tintin,7265,4651,0.6401927047487956,2614,0.3598072952512044,4.505849965588438,152.8740157480315,127,"[('tintin', 125), ('hergé', 96), ('work', 27), ('series', 25), ('adventures', 22), ('also', 21), ('original', 19), ('comic', 17), ('first', 17), ('characters', 17)]",57.1
Pope,8492,5208,0.6132830899670277,3284,0.3867169100329722,4.275435704192181,182.22175732217573,119,"[('pope', 141), ('church', 71), ('rome', 36), ('peter', 36), ('roman', 35), ('papal', 30), ('catholic', 28), ('see', 25), ('christ', 25), ('used', 23)]",53.44
Upsilon_Andromedae_d,885,602,0.6802259887005649,283,0.319774011299435,4.696045197740113,190.96296296296296,22,"[('andromedae', 26), ('upsilon', 25), ('planet', 15), ('star', 10), ('planets', 8), ('mass', 8), ('extrasolar', 7), ('orbit', 7), ('may', 7), ('discovery', 6)]",44.75
Trinidad_and_Tobago,3978,2640,0.6636500754147813,1338,0.33634992458521873,4.641277023629965,152.31724137931033,71,"[('trinidad', 65), ('tobago', 61), ('country', 22), ('english', 16), ('population', 11), ('caribbean', 11), ('islands', 11), ('first', 11), ('world', 11), ('area', 10)]",51.38
Archaeology,5165,3290,0.6369796708615683,1875,0.36302032913843174,5.061568247821878,146.77403846153845,103,"[('archaeology', 57), ('archaeological', 37), ('archaeologists', 25), ('excavation', 22), ('sites', 21), ('survey', 20), ('site', 20), ('study', 19), ('human', 17), ('remains', 17)]",32.94
Myco-heterotrophy,734,497,0.6771117166212534,237,0.3228882833787466,5.182561307901907,121.88888888888889,18,"[('plants', 13), ('fungi', 13), ('plant', 11), ('et', 8), ('al', 8), ('mycorrhizal', 6), ('leake', 6), ('relationship', 5), ('food', 5), ('bidartondo', 5)]",36.08
Ottoman_Empire,11454,7249,0.6328793434607998,4205,0.3671206565392003,4.710930679238694,185.43820224719101,188,"[('ottoman', 205), ('empire', 133), ('turkish', 63), ('sultan', 44), ('also', 42), ('military', 37), ('state', 34), ('period', 29), ('century', 28), ('era', 26)]",45.19
Pelé,4052,2823,0.6966929911154985,1229,0.30330700888450146,4.087857847976308,170.44915254237287,94,"[('pelé', 69), ('world', 36), ('goals', 31), ('brazil', 30), ('cup', 30), ('first', 21), ('match', 21), ('tournament', 19), ('scored', 19), ('santos', 17)]",62.21
Doctor_Who,7488,4979,0.6649305555555556,2509,0.3350694444444444,4.4281517094017095,176.4,125,"[('doctor', 120), ('series', 84), ('bbc', 60), ('television', 36), ('episodes', 31), ('also', 28), ('one', 26), ('programme', 26), ('time', 23), ('played', 23)]",56.39
Harold_Wilson,8728,5893,0.6751833180568286,2835,0.3248166819431714,4.676787351054079,171.1157894736842,134,"[('wilson', 159), ('secretary', 73), ('minister', 55), ('state', 49), ('government', 47), ('lord', 40), ('labour', 36), ('party', 32), ('harold', 30), ('succeeds', 28)]",47.12
Short-beaked_Echidna,2703,1653,0.611542730299667,1050,0.38845726970033295,4.6030336662967075,137.62962962962962,44,"[('echidna', 46), ('may', 14), ('species', 12), ('tongue', 12), ('found', 12), ('snout', 11), ('spines', 10), ('australia', 10), ('known', 8), ('echidnas', 8)]",59.84
Tea,8399,5630,0.6703178949874985,2769,0.3296821050125015,4.263126562686034,127.57348703170028,165,"[('tea', 399), ('leaves', 44), ('teas', 40), ('used', 33), ('china', 32), ('green', 28), ('also', 28), ('chinese', 25), ('water', 22), ('black', 21)]",59.43
Wolfgang_Amadeus_Mozart,5629,3629,0.6446971042813999,2000,0.35530289571860013,4.3892343222597265,153.41884816753927,74,"[('mozart', 148), ('music', 22), ('piano', 20), ('vienna', 17), ('works', 17), ('years', 17), ('wolfgang', 15), ('many', 15), ('one', 15), ('salzburg', 14)]",58.32
Magellanic_Penguin,489,332,0.6789366053169734,157,0.3210633946830266,4.793456032719837,150.0,27,"[('penguin', 9), ('magellanic', 7), ('penguins', 6), ('spheniscus', 4), ('argentina', 4), ('black', 4), ('birds', 3), ('magellanicus', 3), ('breeding', 3), ('chile', 3)]",51.99
Democratic_Republic_of_the_Congo,7442,5145,0.6913464122547702,2297,0.3086535877452298,4.638000537489922,188.5045045045045,133,"[('congo', 115), ('flag', 84), ('republic', 69), ('democratic', 40), ('country', 36), ('central', 25), ('african', 24), ('river', 24), ('also', 23), ('africa', 21)]",45.49
Bill_Clinton,5048,3537,0.7006735340729001,1511,0.2993264659270998,4.664421553090333,188.27272727272728,113,"[('clinton', 135), ('bush', 38), ('president', 32), ('george', 24), ('arkansas', 24), ('presidential', 18), ('bill', 15), ('new', 15), ('united', 14), ('governor', 14)]",50.77
Pernicious_anemia,793,570,0.7187894073139974,223,0.2812105926860025,4.689785624211853,136.75,31,"[('anaemia', 20), ('b', 14), ('pernicious', 12), ('vitamin', 11), ('cells', 6), ('factor', 5), ('intrinsic', 4), ('absorption', 4), ('blood', 4), ('also', 4)]",45.86
Chocolate,5030,3399,0.6757455268389662,1631,0.3242544731610338,4.601789264413519,128.48130841121494,111,"[('chocolate', 177), ('cocoa', 53), ('dark', 21), ('milk', 19), ('butter', 15), ('cacao', 13), ('beans', 13), ('one', 12), ('different', 11), ('also', 10)]",53.41
Bogotá,4187,2879,0.6876044900883688,1308,0.31239550991163123,4.5175543348459515,137.9512195121951,137,"[('bogotá', 74), ('city', 38), ('colombia', 24), ('de', 24), ('park', 20), ('capital', 17), ('also', 16), ('national', 15), ('avenue', 14), ('district', 13)]",50.97
James_I_of_England,7784,5048,0.6485097636176773,2736,0.35149023638232274,4.406346351490236,177.72173913043477,130,"[('james', 162), ('king', 50), ('scotland', 36), ('england', 34), ('charles', 25), ('parliament', 24), ('earl', 22), ('elizabeth', 21), ('one', 21), ('english', 18)]",52.94
Black-winged_Stilt,489,335,0.6850715746421268,154,0.3149284253578732,4.715746421267894,110.57692307692308,28,"[('himantopus', 11), ('stilt', 9), ('white', 4), ('birds', 3), ('conservation', 3), ('species', 3), ('mexicanus', 3), ('long', 3), ('mainly', 3), ('dark', 3)]",57.47
"Horatio_Nelson,_1st_Viscount_Nelson",5358,3368,0.6285927584919746,1990,0.3714072415080254,4.2693169092945125,132.36231884057972,85,"[('nelson', 157), ('battle', 34), ('victory', 23), ('trafalgar', 20), ('british', 19), ('england', 17), ('admiral', 15), ('nile', 14), ('french', 14), ('horatio', 13)]",58.82
PRR_M1,1128,759,0.6728723404255319,369,0.3271276595744681,4.665780141843972,131.9787234042553,17,"[('locomotives', 18), ('prr', 12), ('steam', 8), ('air', 8), ('locomotive', 8), ('smokebox', 7), ('firebox', 7), ('fitted', 7), ('freight', 6), ('service', 6)]",61.16
Gangtok,3564,2340,0.6565656565656566,1224,0.3434343434343434,4.4161054994388325,109.35028248587571,77,"[('gangtok', 79), ('sikkim', 28), ('also', 25), ('state', 17), ('india', 17), ('monastery', 15), ('buddhist', 15), ('city', 15), ('town', 13), ('one', 11)]",63.59
Mixtape,3628,2346,0.6466372657111357,1282,0.3533627342888644,4.515435501653804,201.23711340206185,53,"[('mix', 63), ('tape', 34), ('songs', 27), ('music', 27), ('tapes', 27), ('cassette', 23), ('mixtape', 20), ('mixes', 20), ('one', 15), ('audio', 14)]",41.23
Tour_de_France,8232,5335,0.6480806608357629,2897,0.3519193391642371,4.233843537414966,148.71985815602838,141,"[('tour', 127), ('stage', 67), ('riders', 64), ('france', 53), ('rider', 52), ('time', 52), ('jersey', 45), ('de', 43), ('team', 40), ('race', 37)]",56.39
Nightingale,458,307,0.6703056768558951,151,0.3296943231441048,4.790393013100437,121.54545454545455,21,"[('nightingale', 12), ('luscinia', 5), ('song', 5), ('birds', 3), ('species', 3), ('megarhynchos', 3), ('also', 3), ('thrush', 3), ('singing', 3), ('wikipedia', 2)]",57.87
Hrafnkels_saga,3168,2032,0.6414141414141414,1136,0.35858585858585856,4.579861111111111,102.1547619047619,71,"[('saga', 46), ('hrafnkell', 40), ('sámr', 21), ('sagas', 18), ('hrafnkels', 16), ('one', 15), ('icelandic', 12), ('þorbjörn', 12), ('story', 11), ('iceland', 10)]",63.39
Action_potential,4290,2755,0.6421911421911422,1535,0.3578088578088578,4.9743589743589745,141.93785310734464,95,"[('potential', 92), ('action', 76), ('membrane', 76), ('cell', 51), ('sodium', 48), ('channels', 43), ('potassium', 39), ('potentials', 35), ('current', 25), ('ions', 24)]",41.9
"Aradia,_or_the_Gospel_of_the_Witches",3549,2213,0.6235559312482389,1336,0.37644406875176106,4.565511411665258,158.93333333333334,45,"[('leland', 61), ('aradia', 45), ('witchcraft', 24), ('italian', 19), ('witches', 17), ('book', 17), ('text', 17), ('maddalena', 17), ('diana', 16), ('manuscript', 14)]",47.22
"Grand_Forks,_North_Dakota",6799,4738,0.6968671863509339,2061,0.303132813649066,4.475805265480218,131.35106382978722,138,"[('grand', 123), ('forks', 120), ('city', 84), ('north', 54), ('dakota', 46), ('area', 36), ('und', 29), ('downtown', 28), ('university', 28), ('centre', 27)]",62.78
